Customer_id,pl_score,hl_score,cl_score,twl_score,cc_score
3858151,4,3,7,10,1
3858292,7,4,8,8,6
3858467,4,10,7,4,9
3859011,6,4,7,5,5
3859145,7,8,10,5,1
3859157,6,1,2,4,10
3859216,8,4,10,0,4
3859268,2,5,1,8,6
3859327,1,0,1,0,2
3859431,6,5,8,8,10
3859437,5,10,5,8,3
3859461,1,7,3,3,7
3859485,1,5,2,8,7
3859531,6,0,7,3,4
3859578,9,1,8,0,3
3859636,1,9,8,0,1
3859829,1,8,6,5,6
3859838,5,9,0,4,6
3859865,2,0,0,2,9
3859890,4,8,6,8,8
3859949,9,9,10,9,9
3859993,1,9,7,0,10
3860056,3,2,10,5,5
3860091,1,6,9,3,3
3860119,5,4,5,0,6
3860137,6,9,10,1,2
3860374,5,1,9,7,7
3860388,5,5,3,1,5
3860446,7,4,0,2,0
3860609,5,7,8,6,3
3860647,1,0,7,7,5
3860750,5,3,9,1,3
3860944,5,4,7,5,9
3861103,6,3,6,10,5
3861192,4,5,7,9,1
3861410,9,0,8,0,8
3861464,5,4,9,1,2
3861663,2,6,2,10,4
3861691,5,4,7,0,8
3861735,1,3,6,5,9
3861829,2,0,1,3,9
3861835,5,6,10,5,2
3862007,8,5,1,4,4
3862039,1,8,9,1,4
3862057,1,7,1,9,9
3862098,5,8,0,7,2
3862380,1,4,2,3,0
3862423,5,1,6,2,8
3862555,2,7,0,8,6
3862639,5,9,3,9,7
3862720,6,9,4,8,3
3862796,3,9,4,6,7
3862965,9,3,9,9,7
3863367,4,6,5,8,0
3863375,2,0,1,8,3
3863384,1,0,8,0,9
3863524,5,2,9,4,5
3863636,5,6,5,1,7
3863796,1,8,8,10,9
3863827,7,5,1,10,0
3863929,5,0,8,4,3
3864036,1,0,2,0,7
3864091,5,9,3,6,9
3864097,8,4,5,2,6
3864109,1,0,4,5,3
3864166,1,5,7,6,4
3864265,1,3,1,5,6
3864320,5,6,0,8,7
3864490,8,7,6,9,5
3864644,2,3,9,8,1
3864656,9,8,1,6,8
3865143,5,2,8,9,5
3865172,1,2,6,1,6
3865373,4,1,3,1,0
3865388,5,10,8,10,4
3865653,1,3,1,6,0
3865690,4,1,7,2,3
3865760,2,2,0,4,0
3865775,5,4,4,2,10
3865803,6,3,4,4,4
3866405,4,3,4,3,6
3866513,5,9,3,2,6
3866532,6,1,1,9,3
3866870,2,4,1,4,0
3866871,10,2,4,7,3
3866920,1,2,2,3,3
3867197,1,8,7,8,8
3867257,4,5,3,6,3
3867451,1,0,5,10,5
3867473,6,6,8,6,6
3867626,1,5,0,3,8
3867681,5,2,1,5,6
3867783,1,6,4,8,1
3867786,6,4,9,7,9
3867801,9,5,7,1,6
3867861,1,9,7,0,2
3867910,10,0,10,6,8
3868091,3,2,8,8,8
3868231,1,1,7,4,3
3868382,2,9,9,8,8
3868437,2,4,9,5,9
3868485,9,3,10,2,6
3868505,4,3,6,4,5
3868581,3,9,3,4,1
3869005,4,3,8,10,6
3869125,3,2,1,0,7
3869162,3,1,10,5,2
3869604,3,0,1,9,3
3869615,6,3,8,2,10
3869629,5,9,10,8,2
3869945,5,2,5,4,0
3870022,9,2,10,0,6
3870083,1,1,10,10,4
3870477,5,1,2,4,8
3870554,5,10,8,0,2
3870627,6,5,8,5,5
3870638,5,6,1,3,0
3870662,9,4,4,6,6
3870706,6,0,10,8,8
3870911,5,1,6,7,8
3870922,2,9,8,9,2
3871083,1,5,10,0,8
3871169,5,0,9,6,2
3871353,5,2,10,6,10
3871399,5,4,0,2,5
3871488,9,1,0,9,2
3871622,6,0,3,6,3
3871762,5,10,8,0,1
3871781,1,10,1,8,0
3871878,8,3,9,0,10
3871988,1,3,9,4,6
3872045,5,8,10,9,7
3872050,1,9,0,2,0
3872104,3,4,1,9,9
3872371,1,9,1,4,10
3872411,5,0,2,8,8
3872471,1,1,9,0,2
3872607,5,6,5,6,8
3872633,5,9,7,10,3
3872787,4,1,3,6,8
3872805,1,5,5,7,4
3872893,5,9,1,10,1
3873007,5,1,0,7,4
3873115,5,7,2,6,1
3873125,1,10,10,3,5
3873187,8,2,1,2,10
3873202,6,3,2,4,10
3873212,5,3,3,7,0
3873335,5,8,2,9,4
3873384,6,5,6,7,4
3873410,3,10,1,10,1
3873493,4,10,8,10,2
3873509,8,8,1,5,2
3873573,5,0,9,5,4
3873702,5,7,6,0,6
3873706,5,7,1,10,4
3873780,5,9,4,3,2
3873951,3,1,3,4,4
3873972,1,6,4,2,10
3874068,2,4,4,6,3
3874240,1,1,7,7,4
3874363,4,9,5,4,4
3874552,4,1,1,5,8
3874615,4,0,4,3,6
3874778,1,2,9,3,7
3874824,5,7,7,0,6
3875105,3,10,0,2,0
3875117,5,2,0,0,9
3875138,6,8,5,9,2
3875224,4,4,9,5,2
3875326,1,7,7,1,1
3875411,3,4,2,1,2
3875502,3,6,8,5,2
3875546,3,10,8,0,10
3875604,3,2,4,5,3
3875661,4,5,8,1,9
3875995,3,3,1,4,0
3876033,1,1,7,8,4
3876097,5,7,1,3,6
3876111,7,4,4,8,1
3876290,7,4,9,2,4
3876304,5,0,8,7,10
3876394,5,10,9,9,9
3876466,4,9,8,3,1
3876492,5,10,10,2,4
3876528,6,8,1,3,7
3876662,4,5,4,1,3
3876687,1,3,10,0,1
3876919,4,4,4,0,5
3876925,5,10,1,1,3
3876926,1,4,5,3,0
3876937,5,0,4,7,9
3876956,9,4,6,8,8
3877173,5,8,8,7,10
3877284,5,1,5,1,7
3877323,5,4,6,5,6
3877405,4,7,0,6,4
3877511,2,6,6,6,9
3877541,4,1,9,3,7
3877554,6,10,2,0,7
3877711,3,3,9,4,1
3877789,3,1,2,8,3
3877844,5,4,10,0,1
3877845,5,7,8,7,6
3877980,5,10,5,6,1
3877989,5,1,3,3,6
3878079,1,9,4,8,5
3878138,1,7,10,4,10
3878207,5,7,2,7,9
3878269,1,1,0,9,3
3878313,1,10,4,0,5
3878603,4,0,7,9,0
3878621,6,7,3,4,5
3878641,5,7,1,0,5
3878686,7,4,8,4,1
3878751,4,0,5,9,1
3878899,10,3,4,0,9
3878903,3,6,2,6,7
3878980,5,4,3,4,6
3879033,4,8,7,10,6
3879079,5,5,4,7,6
3879107,4,10,10,9,8
3879407,4,3,7,2,3
3879544,3,2,5,2,7
3879593,5,3,7,0,2
3879610,3,7,5,0,3
3879650,5,0,5,1,7
3879719,5,10,3,8,5
3879865,4,4,8,5,6
3879885,4,5,5,7,4
3879973,5,0,5,9,10
3880083,6,5,8,6,6
3880123,4,9,8,8,1
3880340,4,2,2,4,6
3880353,6,0,8,1,0
3880440,3,9,10,2,10
3880536,5,7,1,1,0
3880578,7,8,5,6,1
3880636,1,7,5,1,10
3880707,5,4,9,10,8
3880853,2,10,7,9,5
3880876,4,5,0,2,6
3880936,5,4,8,8,0
3880937,6,3,9,7,6
3880954,8,2,5,7,0
3881077,4,3,1,9,5
3881408,10,9,1,0,7
3881527,5,1,0,1,8
3881710,5,8,9,7,2
3881783,2,6,6,5,5
3882168,5,5,0,0,10
3882290,5,4,2,10,0
3882443,8,8,8,8,9
3882582,5,6,4,8,0
3882583,5,6,4,6,0
3882606,5,2,8,8,10
3882623,5,3,6,6,10
3882660,1,9,6,6,0
3882668,1,4,9,9,10
3882680,8,8,8,9,9
3882683,1,7,4,8,7
3882851,3,5,1,9,10
3883065,5,7,2,7,3
3883225,4,9,1,5,1
3883363,1,3,1,2,7
3883399,4,2,8,1,4
3883562,4,5,2,6,2
3883650,6,2,7,2,7
3883661,5,2,3,5,9
3883764,8,6,8,9,10
3883854,1,1,2,6,6
3883896,4,6,7,8,2
3883912,5,4,2,2,2
3884095,4,8,9,0,9
3884106,1,6,7,9,0
3884132,5,7,10,3,1
3884378,6,3,0,0,4
3884404,5,7,5,0,8
3884446,5,6,3,5,5
3884456,1,5,7,3,5
3884482,1,0,7,3,6
3884519,1,7,8,0,5
3884548,4,4,0,4,5
3884551,5,9,10,7,9
3885011,1,10,3,0,0
3885124,5,5,4,3,7
3885254,9,6,2,6,6
3885396,1,8,4,5,4
3885400,1,6,2,6,7
3885621,1,0,6,0,0
3885722,6,3,1,6,5
3885835,6,9,2,5,1
3885857,5,4,4,1,9
3885981,4,4,10,4,3
3886028,10,2,8,4,0
3886044,5,7,9,3,3
3886089,1,5,3,9,10
3886143,1,1,3,1,2
3886190,5,5,5,3,1
3886287,5,8,3,6,6
3886464,5,4,4,5,10
3886533,4,0,10,9,0
3886543,3,8,6,1,7
3886558,5,2,6,8,7
3886595,6,0,3,1,2
3886809,1,8,7,1,3
3886983,10,5,3,8,10
3887105,9,7,9,0,4
3887123,1,3,0,1,7
3887167,10,6,0,10,1
3887348,6,10,7,7,7
3887546,6,2,1,8,5
3887651,9,2,9,3,2
3887869,5,2,0,6,9
3887874,5,6,8,8,10
3887879,4,4,2,7,4
3888046,6,3,3,1,6
3888103,8,2,1,6,5
3888116,1,7,9,7,1
3888165,8,1,7,9,1
3888246,4,8,1,0,8
3888703,5,4,10,9,8
3888780,1,4,9,5,9
3888791,4,7,2,7,2
3888792,5,6,3,8,2
3888878,1,4,2,5,7
3888889,4,8,6,0,9
3888987,3,4,8,0,6
3888993,4,10,6,9,1
3889057,5,5,5,5,2
3889111,9,5,0,10,6
3889176,4,0,5,6,6
3889301,7,2,8,6,2
3889442,9,2,9,0,10
3889445,3,6,3,5,5
3889449,6,0,4,2,8
3889509,3,9,4,8,1
3889578,5,1,0,10,7
3889965,1,2,1,0,2
3890093,5,8,5,0,7
3890206,5,3,5,3,9
3890297,4,8,5,5,3
3890382,3,5,7,2,3
3890414,6,6,9,6,10
3890579,6,3,10,0,5
3890601,1,3,6,7,3
3890639,5,5,7,6,0
3890813,3,0,7,5,4
3890877,5,2,2,5,7
3890976,1,7,6,2,9
3891270,5,3,6,5,2
3891358,10,5,9,5,0
3891480,4,4,2,4,8
3891489,6,8,5,4,2
3891549,5,2,2,1,2
3891752,5,5,9,3,7
3891770,4,6,7,2,7
3891936,5,8,2,5,4
3892132,5,4,3,8,3
3892372,10,0,9,9,2
3892394,4,6,8,2,4
3892410,10,2,9,1,4
3892556,3,0,4,0,0
3892561,5,5,7,3,5
3892701,1,9,0,7,0
3892803,4,0,0,3,5
3892849,5,3,9,5,4
3892893,5,3,8,1,3
3892920,1,8,6,8,8
3893019,6,1,2,10,3
3893136,5,4,10,5,5
3893294,6,4,6,3,4
3893335,6,7,8,8,1
3893547,1,10,7,2,6
3893573,6,5,3,0,5
3893678,5,4,9,8,3
3893708,5,7,9,3,5
3893790,9,2,6,4,7
3893828,5,10,8,4,4
3894041,8,5,0,10,1
3894052,4,0,4,2,0
3894176,8,6,8,7,10
3894236,4,5,10,8,8
3894239,9,10,8,8,4
3894278,3,10,8,8,9
3894294,5,4,1,9,4
3894302,6,6,5,9,8
3894404,1,3,7,5,3
3894424,5,0,5,3,4
3894438,4,6,9,9,4
3894600,8,9,2,5,3
3894713,6,2,1,10,4
3894765,4,7,7,5,5
3894917,2,0,2,10,4
3894924,5,3,0,7,6
3894939,5,6,10,9,5
3894992,6,2,5,8,1
3895081,5,3,9,1,2
3895125,1,8,7,10,5
3895133,5,8,0,7,2
3895171,3,2,4,6,6
3895239,5,4,6,7,2
3895284,5,2,5,2,5
3895428,5,8,0,8,2
3895446,5,7,1,1,3
3895480,1,5,7,4,4
3895559,5,0,2,3,0
3895849,1,9,0,2,2
3895855,5,0,0,5,1
3895949,5,6,3,0,8
3895971,3,6,9,9,10
3895988,6,5,2,2,5
3895999,1,10,2,1,6
3896115,6,7,6,4,4
3896263,5,3,9,7,6
3896294,1,0,8,4,8
3896530,6,1,7,7,10
3896855,3,2,5,6,10
3896916,5,8,8,5,8
3897105,9,7,8,3,0
3897141,4,2,4,6,3
3897164,1,7,0,4,6
3897227,9,3,7,5,6
3897231,5,7,10,6,4
3897246,2,2,4,1,2
3897293,3,4,7,3,3
3897386,7,2,9,0,9
3897597,1,6,7,5,4
3897874,10,8,2,4,0
3897909,4,8,10,5,5
3897934,3,0,4,5,6
3897944,6,7,3,7,10
3898017,1,6,1,6,1
3898027,5,4,10,9,0
3898032,2,6,6,1,7
3898163,4,3,7,2,3
3898176,7,5,8,4,2
3898218,4,5,10,6,5
3898269,4,10,4,10,2
3898295,9,8,1,0,1
3898308,6,8,6,5,1
3898361,5,9,0,10,7
3898474,5,8,4,2,10
3898501,5,8,4,8,6
3899153,6,6,6,9,10
3899233,9,4,4,6,1
3899302,5,1,5,0,7
3899508,4,10,3,8,4
3899583,1,0,7,6,4
3899711,8,0,8,10,2
3899912,1,0,0,4,0
3900041,3,5,2,9,5
3900135,1,2,2,6,6
3900214,1,10,6,2,4
3900486,1,1,8,0,4
3900596,5,3,4,8,9
3900605,5,4,5,3,3
3900822,7,1,7,10,1
3900988,1,7,0,4,2
3900996,7,10,9,2,6
3901030,5,10,2,0,3
3901054,2,1,5,1,9
3901055,8,0,9,1,2
3901110,4,4,7,2,5
3901198,7,1,6,0,4
3901262,5,9,8,7,8
3901379,6,6,2,8,8
3901627,4,4,5,8,5
3901769,5,3,0,1,2
3902014,5,6,10,8,5
3902022,4,0,2,6,0
3902131,1,5,7,5,9
3902263,6,4,4,10,8
3902555,5,10,6,3,7
3902725,4,2,7,1,4
3902806,10,0,3,7,8
3902849,5,4,10,5,4
3902853,1,3,7,0,6
3903078,5,5,1,1,9
3903118,3,5,4,9,3
3903178,1,4,5,8,2
3903278,1,8,4,1,7
3903370,5,3,1,0,6
3903545,4,2,5,5,0
3903626,8,6,1,10,2
3903836,7,8,4,7,10
3904033,1,4,6,10,8
3904114,1,4,6,10,1
3904380,4,3,1,4,0
3904583,8,4,6,5,5
3904629,1,4,3,2,7
3904686,5,3,1,1,0
3904868,5,7,1,2,9
3904947,7,8,2,4,5
3904988,3,5,2,10,9
3905148,4,7,0,9,5
3905309,10,3,1,5,3
3905480,1,8,7,5,7
3905514,5,10,2,3,4
3905755,10,7,9,10,4
3905824,5,4,1,3,0
3905878,4,8,6,3,2
3906024,1,1,2,1,1
3906076,10,6,1,9,0
3906134,8,6,4,3,7
3906144,5,3,9,8,1
3906279,3,6,3,1,10
3906446,3,4,7,4,6
3906586,1,8,2,8,9
3906591,1,10,1,2,2
3906658,6,5,3,1,0
3906722,1,9,7,2,6
3906745,5,0,8,7,6
3906776,5,2,10,7,2
3906796,1,7,7,1,8
3906937,7,8,8,0,2
3906941,4,7,9,9,5
3907138,1,10,8,0,0
3907211,3,6,6,10,3
3907247,5,5,2,8,6
3907290,1,7,6,10,6
3907383,9,7,10,4,10
3907452,5,1,2,4,5
3907627,5,2,6,1,6
3907630,5,2,10,5,9
3907679,8,10,3,2,10
3907680,4,6,2,6,3
3907802,5,8,4,1,3
3907851,3,1,8,4,4
3907953,5,6,5,2,6
3908037,1,7,1,9,7
3908038,3,8,8,2,0
3908044,2,2,9,2,2
3908071,6,10,4,5,1
3908130,4,3,8,0,0
3908172,4,2,7,1,5
3908455,1,4,4,9,6
3908493,3,4,1,5,7
3908546,5,2,7,3,4
3908851,5,1,10,9,9
3908883,3,3,4,5,5
3908964,1,9,0,0,6
3909199,1,8,10,4,6
3909286,1,7,2,0,3
3909364,1,5,9,5,2
3909410,1,0,4,3,0
3909448,1,6,10,2,8
3909640,3,2,4,9,7
3909774,8,0,8,9,0
3909783,1,8,4,7,10
3909821,1,3,5,1,9
3909852,3,10,9,2,5
3909903,3,2,7,3,5
3909956,5,1,3,10,1
3910329,1,6,10,7,0
3910423,5,5,1,2,8
3910425,4,10,8,6,6
3910452,3,10,4,2,0
3910586,3,7,10,5,5
3910655,3,3,5,0,4
3910678,3,4,9,3,2
3910727,4,0,6,2,8
3910752,10,10,5,6,8
3910787,4,8,7,6,8
3910875,4,8,7,2,4
3910910,3,1,10,5,7
3911298,7,6,8,7,2
3911353,6,6,5,10,6
3911390,5,9,8,3,8
3911405,1,5,3,9,5
3911433,7,3,1,8,2
3911465,4,2,0,10,1
3911479,2,2,6,10,3
3911579,6,5,1,0,6
3911654,5,10,8,10,10
3911691,5,7,9,5,5
3911706,1,2,9,0,5
3912186,1,9,4,1,9
3912217,8,2,9,0,6
3912311,5,9,2,9,7
3912425,1,10,10,5,7
3912473,4,9,10,4,1
3912675,6,0,7,1,0
3912748,5,1,4,3,10
3912780,4,7,6,8,1
3912812,5,8,6,0,1
3913120,5,5,8,5,8
3913257,5,8,9,10,7
3913293,1,6,3,0,8
3913336,5,0,5,9,6
3913509,4,2,2,5,2
3913596,4,10,2,9,1
3913655,5,6,2,10,4
3913660,4,9,5,7,2
3913661,5,5,5,8,8
3913723,5,3,2,3,8
3913826,1,0,2,6,3
3913856,4,9,8,5,2
3914166,4,3,4,9,5
3914453,3,0,10,5,3
3914495,5,0,4,3,8
3914507,2,0,2,8,3
3914645,5,7,8,2,0
3914946,5,9,2,9,1
3914952,6,2,5,1,4
3915104,5,8,5,9,7
3915178,5,3,5,5,2
3915226,5,3,1,10,4
3915230,2,10,9,5,8
3915382,1,7,6,7,8
3915454,6,2,6,10,8
3915544,6,7,4,4,6
3915558,4,4,9,0,10
3915589,3,4,9,7,8
3915742,1,6,2,8,9
3915775,6,1,5,7,5
3915813,1,7,5,10,1
3915848,5,4,8,0,5
3915863,5,0,9,0,4
3915872,1,7,5,3,4
3915880,6,9,10,1,2
3915947,9,10,1,5,7
3916084,5,3,1,4,10
3916093,5,7,7,8,10
3916172,1,4,0,5,5
3916355,5,2,3,1,3
3916468,5,10,2,9,10
3916542,1,7,2,0,8
3916553,3,1,5,6,1
3916592,5,1,8,10,4
3916675,5,3,8,9,2
3916683,9,8,6,3,1
3916832,5,1,7,5,8
3916941,6,4,0,2,4
3917211,3,0,1,9,7
3917359,6,7,7,3,0
3917436,9,8,0,8,4
3917531,10,4,7,2,7
3917648,5,4,4,5,1
3917649,9,4,9,1,4
3917699,6,4,5,3,8
3917886,5,0,9,9,5
3917940,7,8,5,10,10
3918148,1,4,3,2,3
3918178,5,9,2,8,9
3918214,6,4,6,3,5
3918259,2,10,5,9,10
3918325,5,3,10,3,9
3918392,5,0,10,1,5
3918615,1,3,6,6,9
3918629,4,8,0,5,8
3918682,8,2,10,7,2
3918734,4,5,9,3,10
3918794,1,8,0,8,4
3918816,4,9,1,5,10
3918884,4,8,6,8,6
3918899,1,0,9,1,3
3918907,10,2,4,5,1
3918930,4,6,10,8,8
3918956,4,6,1,5,8
3918998,6,6,2,3,6
3919183,4,4,0,8,7
3919210,5,2,6,10,8
3919335,9,3,0,10,5
3919405,1,9,5,5,10
3919417,10,1,2,7,3
3919462,9,2,8,6,3
3919611,3,0,6,2,2
3919800,6,9,5,3,8
3919835,6,7,4,5,2
3919968,5,6,6,0,8
3920034,10,6,2,6,3
3920045,1,5,9,0,8
3920054,1,6,8,7,1
3920154,4,5,0,9,6
3920185,4,0,4,1,6
3920430,4,6,3,7,1
3920457,1,4,9,10,8
3920483,10,1,2,9,7
3920656,5,1,9,2,1
3920697,2,5,5,8,9
3920707,8,0,3,3,3
3920758,7,0,2,10,5
3920804,1,8,4,7,6
3920853,5,2,2,3,3
3920877,1,7,4,10,0
3921076,10,7,2,4,0
3921078,6,3,1,8,6
3921089,4,5,1,10,6
3921236,5,5,8,0,10
3921257,5,10,8,9,3
3921430,8,6,2,1,9
3921503,1,4,7,10,0
3921524,3,1,8,7,1
3921564,6,5,2,10,10
3921592,4,4,2,9,0
3921613,4,3,6,10,1
3921654,5,2,8,5,9
3921683,1,8,3,4,6
3921730,5,6,9,2,8
3921962,1,8,6,10,0
3921982,4,5,1,1,5
3922028,6,10,6,7,3
3922165,5,6,0,6,8
3922360,9,8,1,5,6
3922387,5,4,9,0,3
3922615,3,1,2,2,1
3922652,6,6,8,4,0
3922710,1,2,2,2,2
3922741,1,7,2,10,8
3922773,6,0,10,0,4
3922945,1,3,1,1,9
3922946,6,5,0,8,0
3923294,5,5,3,0,7
3923421,5,9,4,8,6
3923432,5,4,6,0,2
3923707,2,10,6,7,0
3923812,5,5,2,4,2
3923934,3,6,1,2,5
3923992,6,8,3,8,8
3924033,1,1,3,10,1
3924104,7,9,1,7,3
3924178,1,6,3,2,8
3924537,4,4,6,3,5
3924557,10,7,3,1,8
3924591,4,3,2,0,7
3924592,10,10,7,10,1
3924716,5,5,8,7,9
3924751,1,5,1,3,5
3924766,5,5,3,3,9
3924767,6,8,5,8,5
3924914,1,10,7,4,9
3924943,6,6,3,5,10
3925151,1,4,1,3,2
3925249,5,5,7,0,2
3925345,1,7,5,9,5
3925365,1,10,2,10,6
3925370,5,9,0,4,9
3925511,8,1,0,7,4
3925617,7,1,10,6,3
3925799,3,1,10,10,0
3925885,4,1,1,8,10
3925897,5,5,0,4,10
3925924,5,9,8,4,2
3925930,1,1,3,6,6
3926051,4,0,4,0,4
3926099,1,7,6,10,3
3926493,1,0,10,7,4
3926577,1,4,10,3,9
3926614,3,3,7,7,7
3926617,1,8,8,1,7
3926627,6,7,10,3,2
3926936,8,2,8,4,8
3926966,10,10,6,0,8
3926969,1,1,7,6,9
3927108,3,6,1,9,7
3927215,4,8,6,7,7
3927253,6,0,9,5,2
3927314,6,10,10,4,7
3927342,3,7,4,10,9
3927361,7,10,9,7,10
3927494,9,4,1,1,4
3927665,6,6,9,0,0
3927739,1,6,5,0,5
3927749,1,7,3,5,4
3927764,1,6,9,5,0
3927793,5,10,4,7,0
3928262,4,2,1,7,2
3928289,6,9,7,0,2
3928372,7,0,3,9,8
3928480,5,7,4,8,7
3928494,6,7,0,8,4
3928544,9,3,5,7,0
3928622,6,0,7,4,8
3928652,1,3,1,9,0
3928924,3,8,8,4,5
3929128,1,2,0,10,8
3929173,5,2,10,5,2
3929521,3,4,3,6,8
3929561,5,7,0,7,4
3929582,5,0,8,10,8
3929597,1,4,2,7,1
3929620,6,1,7,0,5
3929832,5,0,0,6,10
3929946,4,9,10,1,5
3929976,7,10,2,6,4
3930028,7,6,7,3,2
3930058,5,5,6,5,3
3930074,6,5,10,8,4
3930231,4,3,5,0,10
3930245,5,0,8,6,0
3930287,3,1,7,2,5
3930320,5,0,10,5,1
3930555,5,1,0,1,1
3930602,1,0,0,10,0
3930663,5,8,8,1,5
3930674,2,10,3,4,8
3930806,5,5,0,8,4
3930813,1,9,4,2,2
3930840,10,7,6,2,5
3930978,7,1,10,8,0
3931142,10,7,8,4,7
3931393,9,9,7,6,2
3931448,10,8,2,5,3
3931612,6,2,10,2,7
3931736,1,8,8,1,7
3931793,1,4,8,0,4
3931871,7,8,2,8,0
3931936,8,0,8,1,5
3931961,1,5,6,0,1
3931977,6,4,9,4,4
3932156,6,2,3,0,1
3932507,3,4,8,3,4
3932602,7,6,8,0,4
3932616,1,8,7,9,1
3932648,10,10,7,1,1
3932719,1,5,7,4,3
3932780,5,7,10,0,5
3932808,6,7,3,2,4
3933009,1,2,1,10,8
3933015,1,3,10,4,9
3933162,4,6,6,3,2
3933230,4,10,7,0,0
3933268,4,4,2,10,9
3933276,3,4,8,5,9
3933391,5,0,9,4,3
3933470,5,2,4,0,5
3933654,5,0,2,5,8
3933803,10,9,7,4,1
3934026,3,7,1,1,4
3934035,9,0,7,4,8
3934077,8,8,5,5,9
3934180,4,5,7,3,1
3934247,6,9,0,7,9
3934303,2,5,1,2,9
3934339,1,1,8,7,1
3934431,8,7,9,6,2
3934758,1,4,3,8,8
3934815,5,8,9,4,3
3934855,1,3,3,9,6
3935018,5,0,8,10,3
3935042,1,2,5,1,3
3935076,4,2,1,2,5
3935092,2,1,4,4,1
3935163,10,2,6,3,10
3935399,4,8,6,9,1
3935513,6,6,3,4,7
3935887,1,3,3,10,2
3935925,5,5,8,10,10
3935933,6,7,9,1,7
3935940,6,6,1,10,2
3936009,1,1,9,0,2
3936129,4,1,7,3,0
3936184,5,6,6,4,10
3936318,3,0,8,6,3
3936617,7,1,7,1,5
3936621,6,10,3,0,3
3936635,5,9,4,3,1
3936684,5,6,4,0,7
3936730,5,8,3,8,9
3936794,4,4,3,5,7
3936891,3,10,6,4,3
3936902,1,1,7,9,2
3936962,1,0,0,2,0
3937065,1,1,6,9,6
3937122,5,1,0,1,8
3937188,3,8,5,9,10
3937265,5,10,3,2,10
3937630,5,7,8,3,4
3937685,1,8,7,8,1
3937741,10,9,3,5,1
3937814,5,4,6,8,5
3938378,5,9,4,2,6
3938432,7,3,9,3,6
3938464,6,3,7,10,4
3938496,7,10,10,5,0
3938560,6,4,4,1,2
3938574,5,10,10,9,8
3938690,5,5,2,6,9
3938745,10,3,2,2,0
3938751,9,3,3,7,6
3938833,6,4,4,0,8
3938851,1,2,8,4,1
3938880,4,9,9,0,7
3939105,5,4,3,9,2
3939190,8,7,9,2,2
3939214,4,9,7,3,5
3939221,6,3,9,6,10
3939343,5,10,6,10,10
3939463,5,1,10,1,10
3939468,9,6,7,0,5
3939472,7,4,8,2,10
3939593,5,4,1,5,3
3939641,5,4,5,7,7
3939661,1,8,0,7,0
3939725,2,1,9,7,4
3939808,5,10,2,5,3
3939823,5,0,6,9,7
3939909,5,2,9,8,8
3939957,1,7,4,0,3
3939977,4,8,8,0,4
3939998,1,6,7,6,10
3940109,5,6,2,7,6
3940255,5,2,10,6,1
3940264,8,0,1,8,4
3940289,1,9,4,6,1
3940334,6,10,5,3,6
3940339,1,7,5,2,1
3940398,4,5,3,3,2
3940537,3,2,10,1,10
3940590,9,8,0,8,7
3940787,1,10,5,6,10
3940835,1,10,8,4,7
3940837,6,2,5,5,9
3941045,1,3,3,5,8
3941162,4,7,9,7,9
3941214,1,7,1,2,1
3941312,6,6,3,10,4
3941338,5,8,5,6,7
3941380,4,9,6,9,6
3941400,9,1,9,9,1
3941630,5,7,0,1,9
3941752,5,4,7,10,0
3941795,1,0,1,10,7
3941800,7,1,10,6,3
3941993,1,5,5,3,5
3942156,1,3,4,6,8
3942181,6,7,7,4,6
3942312,1,3,3,4,5
3942324,5,10,1,2,9
3942362,4,10,0,3,1
3942391,5,4,2,3,3
3942482,4,5,0,6,5
3942591,5,7,5,2,2
3942731,1,2,7,5,9
3942757,5,0,5,7,6
3942878,8,6,1,2,0
3943097,1,10,6,10,5
3943154,5,4,7,6,10
3943244,2,0,5,7,9
3943270,8,5,4,10,3
3943277,5,6,5,7,3
3943312,6,7,9,7,9
3943672,2,1,1,2,9
3943676,1,0,5,0,6
3943778,10,5,7,1,8
3943973,9,0,4,0,4
3944023,5,8,7,3,5
3944626,4,5,1,1,0
3944738,4,5,3,10,10
3945046,2,10,6,2,9
3945261,1,1,5,1,6
3945380,6,2,6,4,3
3945485,5,3,10,10,8
3945505,4,6,5,2,6
3945588,1,3,2,6,7
3945596,5,5,7,2,5
3945691,5,10,4,2,2
3945824,1,6,6,7,6
3945892,3,5,10,4,6
3946071,5,7,9,7,3
3946207,9,8,5,0,6
3946452,7,6,8,1,2
3946785,9,7,6,5,9
3946915,1,3,1,9,7
3946987,6,10,2,7,1
3947034,4,3,6,9,6
3947072,5,10,0,0,5
3947415,5,2,3,2,3
3947418,5,4,3,5,8
3947453,4,3,1,9,1
3947492,6,3,10,0,3
3947664,6,4,7,2,5
3947815,3,10,8,1,5
3947817,6,10,4,4,3
3947894,6,8,8,2,7
3947904,5,6,1,6,0
3947955,5,6,0,3,2
3948007,2,7,7,8,7
3948096,1,6,6,5,6
3948221,5,5,3,10,7
3948231,6,2,7,9,9
3948313,1,4,9,6,4
3948478,4,5,7,6,4
3948597,6,4,4,5,1
3948725,5,1,10,5,4
3948802,1,7,7,2,10
3948896,5,10,3,9,2
3948913,10,9,2,4,9
3949035,4,5,0,1,4
3949157,6,7,6,0,2
3949177,3,9,3,10,3
3949220,5,6,3,1,8
3949482,3,3,9,9,3
3949653,5,5,3,5,9
3949662,5,4,5,4,6
3949735,4,0,4,1,1
