Age,Gender,Income,Expenses,Company,Experience,Eligibility
59,m,46667,40600.29,Rank 3,39,no
25,m,36078,34995.66,Rank 1,5,no
38,m,46980,36644.4,Rank 2,18,yes
21,f,17965,17066.75,Rank 3,1,no
29,f,31056,22981.44,Rank 2,9,yes
20,f,18852,16024.2,Rank 3,0,no
65,m,142475,99732.5,Rank 2,45,no
35,f,47896,45022.24,Rank 2,15,no
53,f,139148,101578.04,Rank 3,33,no
44,m,32277,17106.81,Rank 1,24,yes
63,f,117459,98665.56,Rank 2,43,no
45,f,37934,23898.42,Rank 3,25,yes
61,f,121902,82893.36,Rank 3,41,no
36,m,94798,67306.58,Rank 1,16,yes
53,m,129909,114319.92,Rank 2,33,no
41,m,76663,72063.22,Rank 3,21,no
28,m,28837,19320.79,Rank 2,8,yes
42,f,95760,87141.6,Rank 3,22,yes
36,f,45541,43263.95,Rank 2,16,no
61,f,115140,71386.8,Rank 1,41,yes
38,f,64084,59598.12,Rank 1,18,no
27,m,32062,26290.84,Rank 2,7,yes
43,f,92543,69407.25,Rank 1,23,yes
22,m,46374,40809.12,Rank 1,2,no
51,m,66496,61176.32,Rank 3,31,no
42,m,35471,33342.74,Rank 2,22,no
31,f,53917,36124.39,Rank 3,11,yes
34,f,54536,53445.28,Rank 3,14,no
65,m,81758,53142.7,Rank 3,45,no
44,m,90942,88213.74,Rank 3,24,no
49,m,72380,62970.6,Rank 2,29,no
31,m,48906,46460.7,Rank 3,11,no
50,m,56751,51075.9,Rank 2,30,no
45,f,96269,51985.26,Rank 2,25,yes
52,f,149089,81998.95,Rank 3,32,no
30,f,76005,43322.85,Rank 3,10,yes
24,m,37926,37546.74,Rank 1,4,no
39,m,75028,58521.84,Rank 1,19,yes
21,f,20642,19403.48,Rank 1,1,no
45,m,122790,105599.4,Rank 1,25,yes
64,f,46514,23722.14,Rank 2,44,no
36,m,80558,74918.94,Rank 3,16,yes
41,f,46541,27459.19,Rank 2,21,yes
20,f,20180,19372.8,Rank 3,0,no
25,f,31985,20470.4,Rank 2,5,no
25,m,25301,16192.64,Rank 3,5,no
63,f,75016,54761.68,Rank 1,43,yes
31,f,83772,44399.16,Rank 2,11,yes
38,f,86366,58728.88,Rank 3,18,yes
31,m,68482,56155.24,Rank 1,11,yes
50,f,123014,105792.04,Rank 3,30,no
21,m,17412,9750.72,Rank 2,1,no
48,m,111114,86668.92,Rank 2,28,no
23,m,31916,17234.64,Rank 1,3,yes
32,m,47379,25584.66,Rank 3,12,yes
22,m,15829,14087.81,Rank 1,2,no
52,m,58041,56880.18,Rank 3,32,no
24,f,18291,16096.08,Rank 2,4,no
60,m,64555,45188.5,Rank 2,40,no
36,m,73296,36648,Rank 1,16,yes
42,m,34860,23007.6,Rank 3,22,yes
55,m,117188,63281.52,Rank 2,35,no
46,m,98954,87079.52,Rank 2,26,no
20,m,21273,11061.96,Rank 3,0,no
30,f,67265,56502.6,Rank 3,10,yes
42,m,92350,60027.5,Rank 2,22,yes
62,f,111369,101345.79,Rank 1,42,yes
39,m,86502,75256.74,Rank 3,19,yes
24,f,30894,28731.42,Rank 3,4,no
63,f,93260,53158.2,Rank 2,43,no
63,m,81247,73122.3,Rank 3,43,no
39,f,83539,65995.81,Rank 3,19,yes
45,m,99332,80458.92,Rank 2,25,yes
62,f,98391,74777.16,Rank 3,42,no
50,m,98873,87008.24,Rank 3,30,no
45,m,36208,30776.8,Rank 2,25,yes
45,f,45622,34672.72,Rank 2,25,yes
57,m,133446,122770.32,Rank 2,37,no
47,f,43093,41369.28,Rank 2,27,no
52,f,95462,63959.54,Rank 1,32,yes
22,f,39849,27097.32,Rank 2,2,no
22,f,46922,43168.24,Rank 1,2,no
39,m,49497,48012.09,Rank 1,19,no
31,m,73195,57092.1,Rank 2,11,yes
20,f,37100,20034,Rank 2,0,no
23,f,23253,23253,Rank 2,3,no
44,f,84388,67510.4,Rank 2,24,yes
45,m,40071,24844.02,Rank 3,25,yes
49,m,88516,53994.76,Rank 2,29,no
21,f,36579,18289.5,Rank 1,1,no
49,m,74238,58648.02,Rank 2,29,no
35,f,88737,64778.01,Rank 2,15,yes
44,f,29566,19513.56,Rank 1,24,yes
65,f,124553,69749.68,Rank 2,45,no
24,f,34061,18052.33,Rank 3,4,no
40,f,89347,72371.07,Rank 2,20,yes
25,m,59323,55170.39,Rank 3,5,no
37,m,87652,57850.32,Rank 2,17,yes
22,m,25387,16755.42,Rank 1,2,no
38,m,69582,49403.22,Rank 2,18,yes
20,m,41058,22171.32,Rank 3,0,no
42,f,30544,27184.16,Rank 3,22,no
27,f,37839,26865.69,Rank 3,7,yes
51,f,36478,26264.16,Rank 2,31,no
52,m,98211,72676.14,Rank 3,32,no
30,f,39771,28237.41,Rank 3,10,yes
20,f,17966,13833.82,Rank 2,0,no
24,m,38628,19314,Rank 2,4,no
24,f,39204,24306.48,Rank 2,4,no
25,m,94474,62352.84,Rank 2,5,no
59,m,112913,91459.53,Rank 3,39,no
55,f,114074,100385.12,Rank 2,35,no
43,f,44480,44035.2,Rank 2,23,no
44,f,75469,43017.33,Rank 2,24,yes
22,f,45417,38150.28,Rank 3,2,no
21,m,21589,18782.43,Rank 2,1,no
61,m,105499,84399.2,Rank 2,41,no
59,f,69318,59613.48,Rank 1,39,yes
40,m,31837,20694.05,Rank 1,20,yes
26,f,41899,36871.12,Rank 2,6,yes
36,m,67294,56526.96,Rank 3,16,yes
20,f,45515,41873.8,Rank 1,0,no
42,f,25690,15927.8,Rank 3,22,yes
40,f,93546,72965.88,Rank 1,20,yes
26,f,56711,42533.25,Rank 1,6,yes
62,m,103769,70562.92,Rank 2,42,no
30,m,62193,62193,Rank 3,10,no
65,m,98834,73137.16,Rank 3,45,no
50,m,149166,143199.36,Rank 3,30,no
30,f,86626,64103.24,Rank 1,10,yes
40,m,66638,40649.18,Rank 1,20,yes
33,m,35835,21859.35,Rank 1,13,yes
44,f,44314,38553.18,Rank 1,24,yes
62,m,96028,82584.08,Rank 3,42,no
38,f,93942,74214.18,Rank 3,18,yes
25,m,71624,58015.44,Rank 1,5,yes
65,f,116162,110353.9,Rank 1,45,yes
47,m,43927,26356.2,Rank 3,27,no
23,f,21450,11368.5,Rank 3,3,no
62,m,141268,108776.36,Rank 1,42,yes
32,m,29817,28922.49,Rank 1,12,no
26,f,25380,16243.2,Rank 1,6,yes
53,f,124246,88214.66,Rank 3,33,no
47,m,79507,72351.37,Rank 3,27,no
35,m,61384,40513.44,Rank 3,15,yes
36,m,44397,39513.33,Rank 1,16,no
38,f,41641,25817.42,Rank 2,18,yes
42,f,70264,43563.68,Rank 3,22,yes
34,m,98263,56992.54,Rank 2,14,yes
30,f,73619,47116.16,Rank 3,10,yes
48,f,45329,32183.59,Rank 2,28,no
42,m,65048,65048,Rank 3,22,no
25,m,79249,68154.14,Rank 3,5,no
28,m,79502,68371.72,Rank 3,8,yes
26,m,35695,27842.1,Rank 1,6,yes
62,f,119175,79847.25,Rank 1,42,yes
39,m,84498,60838.56,Rank 3,19,yes
32,f,63421,52005.22,Rank 3,12,yes
38,f,94949,73110.73,Rank 2,18,yes
59,m,89801,65554.73,Rank 2,39,no
49,m,145506,120769.98,Rank 1,29,yes
58,f,60187,36714.07,Rank 3,38,no
63,m,56474,30495.96,Rank 3,43,no
21,f,16448,8552.96,Rank 3,1,no
55,f,82522,79221.12,Rank 3,35,no
43,f,47527,47527,Rank 3,23,no
48,f,141605,100539.55,Rank 2,28,no
21,f,36656,31524.16,Rank 2,1,no
44,f,79201,49104.62,Rank 2,24,yes
46,f,96174,78862.68,Rank 3,26,no
64,f,76605,49027.2,Rank 3,44,no
35,f,67888,59741.44,Rank 1,15,yes
26,f,33002,22771.38,Rank 1,6,yes
52,f,143646,84751.14,Rank 3,32,no
29,m,60217,33119.35,Rank 3,9,yes
55,f,76522,75756.78,Rank 1,35,no
36,m,43249,35464.18,Rank 2,16,yes
22,m,18124,15949.12,Rank 1,2,no
46,m,142856,102856.32,Rank 3,26,no
37,m,60441,42913.11,Rank 1,17,yes
27,f,38900,36566,Rank 2,7,no
47,m,108249,82269.24,Rank 2,27,no
46,m,67677,43990.05,Rank 3,26,no
35,f,28623,19463.64,Rank 1,15,yes
30,f,82608,46260.48,Rank 1,10,yes
23,m,21291,15116.61,Rank 3,3,no
27,f,38438,28828.5,Rank 3,7,yes
37,f,59151,33716.07,Rank 2,17,yes
45,f,54140,33025.4,Rank 3,25,yes
22,f,26752,19528.96,Rank 2,2,no
37,f,78385,58788.75,Rank 2,17,yes
28,f,93975,61083.75,Rank 3,8,yes
49,m,113665,96615.25,Rank 3,29,no
29,m,29597,18646.11,Rank 2,9,yes
29,m,46949,45540.53,Rank 1,9,no
30,m,59501,55335.93,Rank 3,10,no
30,f,34344,26444.88,Rank 3,10,yes
26,f,84776,59343.2,Rank 2,6,yes
25,f,66740,52057.2,Rank 3,5,no
57,m,121628,92437.28,Rank 1,37,yes
28,m,44013,34330.14,Rank 3,8,yes
39,f,57397,56249.06,Rank 1,19,no
33,m,66535,44578.45,Rank 2,13,yes
33,f,54348,50543.64,Rank 1,13,no
43,f,94659,69101.07,Rank 2,23,yes
36,m,99476,98481.24,Rank 3,16,no
21,f,39877,25122.51,Rank 2,1,no
48,f,40354,27037.18,Rank 3,28,no
41,m,91598,71446.44,Rank 2,21,yes
31,f,96165,58660.65,Rank 1,11,yes
32,m,61522,52908.92,Rank 2,12,yes
45,f,72482,56535.96,Rank 3,25,yes
60,f,126347,70754.32,Rank 3,40,no
62,f,135222,68963.22,Rank 2,42,no
21,m,49981,33987.08,Rank 2,1,no
21,m,42434,22490.02,Rank 3,1,no
58,m,60373,31393.96,Rank 1,38,yes
23,f,43505,30888.55,Rank 2,3,no
27,f,42311,21155.5,Rank 2,7,yes
35,m,65081,40350.22,Rank 3,15,yes
43,f,42598,21724.98,Rank 1,23,yes
24,f,27801,23352.84,Rank 3,4,no
33,m,86671,86671,Rank 2,13,no
59,m,55824,46333.92,Rank 3,39,no
51,m,119301,83510.7,Rank 1,31,yes
36,f,48288,25109.76,Rank 3,16,yes
62,m,55432,43791.28,Rank 2,42,no
27,f,35783,22901.12,Rank 3,7,yes
56,m,80416,51466.24,Rank 3,36,no
28,f,30515,16172.95,Rank 3,8,yes
48,m,55271,39242.41,Rank 3,28,no
22,f,41521,24082.18,Rank 1,2,yes
35,m,30472,25596.48,Rank 1,15,no
62,f,59689,31038.28,Rank 1,42,yes
55,m,126361,88452.7,Rank 2,35,no
50,f,48059,31718.94,Rank 3,30,no
57,m,142628,121233.8,Rank 3,37,no
27,m,33300,20979,Rank 2,7,yes
64,f,76644,59015.88,Rank 2,44,no
51,m,106683,75744.93,Rank 2,31,no
43,f,75203,53394.13,Rank 1,23,yes
24,f,43444,33886.32,Rank 3,4,no
53,m,134503,118362.64,Rank 1,33,yes
41,m,80231,52150.15,Rank 3,21,yes
65,m,86268,76778.52,Rank 2,45,no
61,m,70654,42392.4,Rank 3,41,no
25,m,74874,41929.44,Rank 3,5,no
20,f,48621,36951.96,Rank 3,0,no
24,f,34640,34640,Rank 3,4,no
60,f,149908,89944.8,Rank 3,40,no
54,m,50121,46111.32,Rank 3,34,no
44,f,97674,72278.76,Rank 3,24,yes
56,m,38673,34032.24,Rank 2,36,no
43,f,65220,52176,Rank 3,23,yes
47,m,138019,136638.81,Rank 2,27,no
46,m,104543,102452.14,Rank 1,26,no
38,m,87603,74462.55,Rank 1,18,yes
21,f,27157,20096.18,Rank 3,1,no
48,f,43849,42972.02,Rank 2,28,no
58,f,93012,67898.76,Rank 1,38,yes
24,m,38362,25318.92,Rank 2,4,no
25,m,53710,49950.3,Rank 2,5,no
42,m,66516,52547.64,Rank 1,22,yes
23,m,17182,13917.42,Rank 2,3,no
65,f,139613,120067.18,Rank 3,45,no
56,m,130751,118983.41,Rank 3,36,no
25,m,52219,37075.49,Rank 2,5,no
49,f,100313,53165.89,Rank 2,29,no
56,f,117345,69233.55,Rank 2,36,no
43,f,39649,27357.81,Rank 1,23,yes
31,f,29484,22407.84,Rank 3,11,yes
51,m,96493,91668.35,Rank 3,31,no
52,m,144105,110960.85,Rank 2,32,no
40,m,32280,21627.6,Rank 2,20,yes
65,f,96071,48035.5,Rank 1,45,yes
39,m,52568,30489.44,Rank 2,19,yes
48,m,95116,54216.12,Rank 2,28,no
31,m,98633,89756.03,Rank 2,11,yes
56,m,51925,44655.5,Rank 2,36,no
42,f,98024,95083.28,Rank 2,22,no
39,m,27729,25233.39,Rank 2,19,no
63,m,114592,110008.32,Rank 1,43,no
63,f,139945,71371.95,Rank 1,43,yes
25,f,79365,42857.1,Rank 2,5,no
61,f,42653,29004.04,Rank 1,41,yes
49,f,104925,100728,Rank 1,29,no
60,f,115395,64621.2,Rank 2,40,no
42,m,95342,69599.66,Rank 2,22,yes
56,f,85674,46263.96,Rank 2,36,no
21,m,25409,21343.56,Rank 2,1,no
21,m,25075,13540.5,Rank 3,1,no
42,f,50158,42634.3,Rank 3,22,yes
29,m,26019,23937.48,Rank 1,9,no
24,f,31724,19668.88,Rank 3,4,no
26,f,50461,26239.72,Rank 2,6,yes
38,m,51576,38682,Rank 3,18,yes
30,f,66280,37779.6,Rank 3,10,yes
28,m,92068,70892.36,Rank 3,8,yes
49,m,130563,108367.29,Rank 3,29,no
30,f,55310,34292.2,Rank 3,10,yes
22,m,26310,13155,Rank 2,2,no
34,m,44675,36633.5,Rank 2,14,yes
54,f,117856,69535.04,Rank 3,34,no
33,m,78671,55856.41,Rank 3,13,yes
40,f,35958,28047.24,Rank 2,20,yes
61,m,83026,46494.56,Rank 3,41,no
60,m,104258,59427.06,Rank 2,40,no
63,m,76237,68613.3,Rank 3,43,no
64,f,57636,44379.72,Rank 2,44,no
29,f,40163,40163,Rank 1,9,no
47,m,119704,64640.16,Rank 2,27,no
20,m,15876,8255.52,Rank 2,0,no
60,m,113945,61530.3,Rank 2,40,no
29,f,96088,73987.76,Rank 3,9,yes
39,m,41157,34160.31,Rank 3,19,yes
33,f,31386,17576.16,Rank 2,13,yes
27,m,71345,53508.75,Rank 2,7,yes
27,m,54328,44548.96,Rank 1,7,yes
52,m,148438,103906.6,Rank 3,32,no
41,m,29633,26669.7,Rank 3,21,no
59,f,110262,104748.9,Rank 3,39,no
55,m,117105,73776.15,Rank 2,35,no
32,m,75017,52511.9,Rank 2,12,yes
46,m,47437,46962.63,Rank 1,26,no
41,m,65874,50064.24,Rank 1,21,yes
47,f,107512,96760.8,Rank 2,27,no
44,f,65394,36620.64,Rank 1,24,yes
61,m,73305,71105.85,Rank 2,41,no
42,f,93050,60482.5,Rank 3,22,yes
30,f,65909,63272.64,Rank 1,10,no
47,m,113465,57867.15,Rank 2,27,no
47,m,84729,44059.08,Rank 1,27,yes
54,m,108771,87016.8,Rank 3,34,no
52,f,130706,90187.14,Rank 2,32,no
21,f,48764,38035.92,Rank 3,1,no
40,f,53370,52836.3,Rank 2,20,no
62,f,149810,131832.8,Rank 1,42,yes
29,m,44066,34371.48,Rank 2,9,yes
30,f,93329,90529.13,Rank 3,10,no
54,f,47975,24947,Rank 1,34,yes
43,m,32119,22804.49,Rank 3,23,yes
59,m,110723,73077.18,Rank 2,39,no
29,m,35068,24196.92,Rank 3,9,yes
49,f,112845,89147.55,Rank 2,29,no
21,f,34577,22475.05,Rank 2,1,no
50,m,90366,65063.52,Rank 3,30,no
20,m,29981,14990.5,Rank 3,0,no
37,m,54676,54676,Rank 3,17,no
46,f,91783,84440.36,Rank 1,26,yes
43,f,68451,50653.74,Rank 3,23,yes
35,m,30134,19285.76,Rank 3,15,yes
42,f,28066,15436.3,Rank 3,22,yes
58,f,126310,88417,Rank 3,38,no
54,f,36506,24093.96,Rank 1,34,yes
22,f,23762,17821.5,Rank 2,2,no
23,m,30884,21001.12,Rank 3,3,no
59,f,66518,57205.48,Rank 3,39,no
40,m,98521,94580.16,Rank 3,20,no
35,m,48582,32064.12,Rank 3,15,yes
58,m,106072,57278.88,Rank 3,38,no
32,m,82740,43852.2,Rank 3,12,yes
32,f,76729,76729,Rank 3,12,no
63,m,94223,79147.32,Rank 2,43,no
27,m,44081,31297.51,Rank 2,7,yes
47,m,139121,100167.12,Rank 1,27,yes
61,m,121579,105773.73,Rank 1,41,yes
46,m,112613,78829.1,Rank 3,26,no
26,f,99792,65862.72,Rank 3,6,yes
39,m,53478,48130.2,Rank 3,19,yes
53,m,36853,23585.92,Rank 1,33,yes
53,f,93206,68972.44,Rank 3,33,no
36,f,37423,36300.31,Rank 3,16,no
24,m,39885,26722.95,Rank 3,4,no
52,f,123038,62749.38,Rank 2,32,no
39,m,64654,45904.34,Rank 2,19,yes
43,m,58823,56470.08,Rank 3,23,no
53,m,37450,37075.5,Rank 2,33,no
45,f,117900,100215,Rank 2,25,yes
36,f,93433,46716.5,Rank 1,16,yes
56,m,90819,77196.15,Rank 1,36,yes
24,f,44996,38246.6,Rank 2,4,no
22,f,40755,28528.5,Rank 2,2,no
26,m,55925,34673.5,Rank 3,6,yes
42,f,89161,80244.9,Rank 3,22,yes
39,m,97454,96479.46,Rank 1,19,no
27,f,41214,28437.66,Rank 2,7,yes
43,m,71307,35653.5,Rank 2,23,yes
25,m,58265,37289.6,Rank 3,5,no
38,m,69660,39009.6,Rank 1,18,yes
36,m,76976,76206.24,Rank 1,16,no
25,f,78109,40616.68,Rank 2,5,no
28,f,51342,25671,Rank 2,8,yes
34,f,69970,48979,Rank 3,14,yes
37,m,55890,43035.3,Rank 1,17,yes
49,f,60253,45792.28,Rank 3,29,no
27,m,38538,21195.9,Rank 2,7,yes
26,f,89508,82347.36,Rank 3,6,yes
58,f,95520,83102.4,Rank 3,38,no
58,m,148661,93656.43,Rank 3,38,no
36,f,47308,47308,Rank 2,16,no
54,m,82677,54566.82,Rank 2,34,no
35,f,50886,39182.22,Rank 1,15,yes
53,f,46662,39196.08,Rank 1,33,yes
44,f,76523,43618.11,Rank 2,24,yes
35,f,28748,20698.56,Rank 2,15,yes
60,f,118992,69015.36,Rank 3,40,no
50,f,64068,51254.4,Rank 3,30,no
29,f,76068,65418.48,Rank 3,9,yes
62,f,52441,51392.18,Rank 2,42,no
60,f,115174,80621.8,Rank 1,40,yes
26,m,69380,49953.6,Rank 3,6,yes
60,m,121218,106671.84,Rank 3,40,no
26,f,69508,67422.76,Rank 3,6,no
58,f,82090,50895.8,Rank 2,38,no
42,m,71490,37889.7,Rank 3,22,yes
29,m,69037,43493.31,Rank 3,9,yes
58,m,40161,38956.17,Rank 3,38,no
21,f,27522,25320.24,Rank 3,1,no
54,m,70736,38197.44,Rank 2,34,no
36,m,78587,77801.13,Rank 1,16,no
29,f,54665,37718.85,Rank 3,9,yes
28,f,38800,31040,Rank 2,8,yes
55,m,43463,36508.92,Rank 1,35,yes
55,m,127383,64965.33,Rank 3,35,no
43,f,83709,69478.47,Rank 1,23,yes
32,f,28471,27616.87,Rank 1,12,no
44,f,47878,41175.08,Rank 3,24,yes
22,m,16428,15606.6,Rank 1,2,no
56,m,124487,75937.07,Rank 2,36,no
50,f,110212,74944.16,Rank 1,30,yes
61,f,120473,80716.91,Rank 1,41,yes
30,m,56019,34171.59,Rank 3,10,yes
51,f,84401,72584.86,Rank 2,31,no
50,m,40328,28632.88,Rank 3,30,no
35,m,56065,33639,Rank 3,15,yes
37,m,92041,75473.62,Rank 3,17,yes
41,f,49091,30927.33,Rank 2,21,yes
34,m,93343,68140.39,Rank 3,14,yes
31,m,79496,78701.04,Rank 2,11,no
29,m,64215,37886.85,Rank 2,9,yes
64,m,141836,95030.12,Rank 1,44,yes
24,f,40028,22815.96,Rank 3,4,no
29,f,95689,57413.4,Rank 2,9,yes
21,m,38930,35815.6,Rank 2,1,no
32,f,41833,27609.78,Rank 3,12,yes
48,f,66748,45388.64,Rank 3,28,no
43,f,37345,28008.75,Rank 2,23,yes
58,m,144929,91305.27,Rank 1,38,yes
56,f,101812,100793.88,Rank 1,36,no
34,f,99100,57478,Rank 2,14,yes
36,f,51270,31787.4,Rank 2,16,yes
26,m,80759,51685.76,Rank 2,6,yes
43,m,62345,33666.3,Rank 3,23,yes
62,m,137942,97938.82,Rank 1,42,yes
27,m,81789,69520.65,Rank 1,7,yes
35,m,65730,52584,Rank 1,15,yes
38,m,65105,39063,Rank 3,18,yes
30,m,66896,58199.52,Rank 2,10,yes
26,f,60881,31658.12,Rank 1,6,yes
24,m,42372,39405.96,Rank 3,4,no
25,m,64742,64742,Rank 3,5,no
61,f,132432,112567.2,Rank 3,41,no
24,m,34636,18703.44,Rank 3,4,no
38,m,90274,64094.54,Rank 3,18,yes
45,f,140822,105616.5,Rank 3,25,yes
43,f,84726,46599.3,Rank 3,23,yes
20,f,18919,11162.21,Rank 3,0,no
22,f,46270,35627.9,Rank 3,2,no
23,f,32872,21695.52,Rank 3,3,no
31,m,36408,20024.4,Rank 2,11,yes
53,f,140601,119510.85,Rank 3,33,no
65,m,112691,99168.08,Rank 2,45,no
23,f,31510,25208,Rank 3,3,no
42,f,58002,33641.16,Rank 3,22,yes
50,f,97079,79604.78,Rank 3,30,no
43,f,96194,53868.64,Rank 2,23,yes
20,f,23036,21423.48,Rank 2,0,no
25,m,37787,29095.99,Rank 3,5,no
20,f,47743,24348.93,Rank 2,0,no
23,m,48479,46539.84,Rank 3,3,no
30,m,42547,37866.83,Rank 3,10,no
44,m,74242,72014.74,Rank 1,24,no
21,m,44272,24349.6,Rank 3,1,no
43,f,58289,49545.65,Rank 2,23,yes
26,f,90642,82484.22,Rank 3,6,yes
37,m,53765,39248.45,Rank 3,17,yes
45,f,51507,29874.06,Rank 2,25,yes
41,m,38110,32774.6,Rank 2,21,yes
41,f,88483,45126.33,Rank 3,21,yes
54,f,38654,35561.68,Rank 2,34,no
21,m,31314,21919.8,Rank 3,1,no
20,m,21498,14403.66,Rank 3,0,no
40,m,51524,36582.04,Rank 2,20,yes
27,m,55753,41257.22,Rank 1,7,yes
37,m,35425,20900.75,Rank 1,17,yes
20,f,19232,12500.8,Rank 3,0,no
61,f,63107,44805.97,Rank 3,41,no
43,m,59420,44565,Rank 2,23,yes
20,f,18622,17132.24,Rank 3,0,no
52,m,79199,66527.16,Rank 2,32,no
56,f,43674,22273.74,Rank 2,36,no
55,f,122042,64682.26,Rank 3,35,no
55,f,88048,49306.88,Rank 2,35,no
39,m,28967,26070.3,Rank 1,19,no
56,m,75990,55472.7,Rank 3,36,no
42,m,89164,60631.52,Rank 3,22,yes
20,f,47600,28084,Rank 3,0,no
28,m,53287,48491.17,Rank 1,8,no
64,m,69178,56034.18,Rank 3,44,no
60,m,55338,50910.96,Rank 1,40,no
27,m,63292,56962.8,Rank 3,7,yes
20,f,45880,38539.2,Rank 2,0,no
55,f,86889,69511.2,Rank 2,35,no
23,m,32698,22888.6,Rank 2,3,no
52,m,126651,126651,Rank 3,32,no
21,m,23793,18796.47,Rank 2,1,no
20,f,26803,18762.1,Rank 3,0,no
65,m,138803,83281.8,Rank 1,45,yes
38,m,94830,74915.7,Rank 3,18,yes
41,f,58608,29890.08,Rank 1,21,yes
35,m,35947,24443.96,Rank 1,15,yes
65,m,87377,63785.21,Rank 3,45,no
60,m,130275,128972.25,Rank 1,40,no
47,f,50470,33814.9,Rank 2,27,no
52,m,121068,92011.68,Rank 3,32,no
23,f,26452,16135.72,Rank 1,3,yes
30,f,36967,26985.91,Rank 3,10,yes
30,m,65058,37083.06,Rank 2,10,yes
43,f,68407,43780.48,Rank 3,23,yes
24,m,34400,27176,Rank 2,4,no
48,m,102219,87908.34,Rank 3,28,no
28,m,93706,76838.92,Rank 2,8,yes
20,m,18015,10628.85,Rank 3,0,no
32,f,59917,52127.79,Rank 1,12,yes
27,m,41366,39711.36,Rank 3,7,no
52,f,118677,87820.98,Rank 1,32,yes
27,f,65938,57366.06,Rank 2,7,yes
38,m,79297,61058.69,Rank 3,18,yes
37,m,59611,38747.15,Rank 2,17,yes
42,m,96185,84642.8,Rank 1,22,yes
39,f,73034,63539.58,Rank 3,19,yes
45,f,96687,54144.72,Rank 3,25,yes
35,f,87161,70600.41,Rank 3,15,yes
50,f,116911,63131.94,Rank 3,30,no
20,f,30013,28512.35,Rank 1,0,no
50,m,108528,90078.24,Rank 2,30,no
23,m,45687,45687,Rank 3,3,no
43,m,67415,37752.4,Rank 2,23,yes
48,m,104623,63820.03,Rank 1,28,yes
38,f,56084,44867.2,Rank 2,18,yes
28,m,92481,46240.5,Rank 2,8,yes
65,m,108145,74620.05,Rank 1,45,yes
27,m,72124,50486.8,Rank 2,7,yes
56,f,86651,69320.8,Rank 3,36,no
32,m,72788,69148.6,Rank 1,12,no
24,f,39008,21844.48,Rank 2,4,no
54,f,144473,92462.72,Rank 1,34,yes
38,f,54061,38923.92,Rank 2,18,yes
24,f,43214,40621.16,Rank 2,4,no
27,f,41228,33394.68,Rank 1,7,yes
32,f,84939,44168.28,Rank 2,12,yes
61,f,41764,28399.52,Rank 2,41,no
38,m,83754,83754,Rank 3,18,no
23,f,17075,15196.75,Rank 2,3,no
25,m,99137,49568.5,Rank 3,5,no
24,f,33630,32284.8,Rank 2,4,no
23,m,36326,23611.9,Rank 3,3,no
55,m,44770,36263.7,Rank 3,35,no
21,f,43406,25175.48,Rank 1,1,no
25,m,81610,53046.5,Rank 1,5,yes
28,m,52049,46844.1,Rank 2,8,yes
45,m,109644,108547.56,Rank 1,25,no
23,m,38928,30753.12,Rank 3,3,no
30,m,60284,35567.56,Rank 2,10,yes
48,m,81180,51143.4,Rank 2,28,no
61,f,126430,122637.1,Rank 2,41,no
27,m,67051,47606.21,Rank 3,7,yes
26,m,94072,83724.08,Rank 3,6,yes
37,m,90565,46188.15,Rank 2,17,yes
46,m,147876,128652.12,Rank 3,26,no
50,f,114684,86013,Rank 3,30,no
36,f,46539,30250.35,Rank 3,16,yes
46,m,113653,72737.92,Rank 1,26,yes
20,m,23637,15836.79,Rank 3,0,no
39,f,80606,68515.1,Rank 3,19,yes
65,m,55147,35294.08,Rank 1,45,yes
41,f,87060,77483.4,Rank 3,21,yes
34,f,47865,32548.2,Rank 2,14,yes
31,m,45953,32167.1,Rank 1,11,yes
28,f,65305,39836.05,Rank 3,8,yes
28,m,61497,61497,Rank 2,8,no
58,m,71900,70462,Rank 1,38,no
41,f,56287,32646.46,Rank 2,21,yes
23,f,28510,22237.8,Rank 3,3,no
63,m,87255,46245.15,Rank 2,43,no
23,f,29856,24481.92,Rank 2,3,no
59,m,110027,90222.14,Rank 2,39,no
29,f,35378,25118.38,Rank 1,9,yes
60,f,98453,89592.23,Rank 2,40,no
23,m,42988,35680.04,Rank 1,3,no
50,f,52950,26475,Rank 2,30,no
29,f,72721,65448.9,Rank 3,9,yes
27,f,66181,56253.85,Rank 3,7,yes
54,f,39432,22870.56,Rank 3,34,no
25,m,91813,82631.7,Rank 3,5,no
51,f,41825,38897.25,Rank 3,31,no
29,f,77862,45938.58,Rank 3,9,yes
27,m,94415,79308.6,Rank 1,7,yes
34,f,78538,43981.28,Rank 3,14,yes
21,m,30571,15591.21,Rank 1,1,no
33,f,51034,43889.24,Rank 1,13,yes
28,f,85927,58430.36,Rank 2,8,yes
26,f,52167,44341.95,Rank 2,6,yes
39,f,76571,66616.77,Rank 2,19,yes
22,f,26581,21796.42,Rank 2,2,no
46,f,83205,69060.15,Rank 2,26,no
27,m,93385,48560.2,Rank 1,7,yes
23,f,24097,23374.09,Rank 2,3,no
35,m,78559,55776.89,Rank 3,15,yes
28,f,30742,26130.7,Rank 1,8,no
56,f,81086,76220.84,Rank 2,36,no
26,f,78381,58785.75,Rank 3,6,yes
50,f,133814,70921.42,Rank 1,30,yes
41,m,68592,44584.8,Rank 3,21,yes
32,m,43000,33540,Rank 2,12,yes
